onset	duration	sample	trial_type	response_time	stim_file	value
740.8680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
741.8700000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
742.8700000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
743.8720000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
744.8720000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
745.8720000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
746.8720000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
747.8740000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
748.8740000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
749.8760000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
750.8760000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
751.8760000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
752.8760000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
753.8780000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
754.8800000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
755.8800000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
756.8800000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
757.8800000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
758.8800000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
759.8820000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
760.8840000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
761.8840000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
762.8840000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
763.8840000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
778.4700000000	n/a	n/a	Standard Tone	n/a	n/a	S201
780.2720000000	n/a	n/a	Target Tone	n/a	n/a	S200
782.0600000000	n/a	n/a	Standard Tone	n/a	n/a	S201
783.9460000000	n/a	n/a	Standard Tone	n/a	n/a	S201
786.1540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
788.0020000000	n/a	n/a	Standard Tone	n/a	n/a	S201
790.1080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
791.9500000000	n/a	n/a	Target Tone	n/a	n/a	S200
793.8160000000	n/a	n/a	Standard Tone	n/a	n/a	S201
795.8860000000	n/a	n/a	Standard Tone	n/a	n/a	S201
797.8960000000	n/a	n/a	Novel Tone	n/a	n/a	S202
799.8920000000	n/a	n/a	Standard Tone	n/a	n/a	S201
802.0720000000	n/a	n/a	Standard Tone	n/a	n/a	S201
804.3100000000	n/a	n/a	Novel Tone	n/a	n/a	S202
806.1360000000	n/a	n/a	Standard Tone	n/a	n/a	S201
808.4240000000	n/a	n/a	Target Tone	n/a	n/a	S200
810.3580000000	n/a	n/a	Standard Tone	n/a	n/a	S201
812.4300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
814.5300000000	n/a	n/a	Novel Tone	n/a	n/a	S202
816.7260000000	n/a	n/a	Standard Tone	n/a	n/a	S201
818.7660000000	n/a	n/a	Standard Tone	n/a	n/a	S201
820.9520000000	n/a	n/a	Standard Tone	n/a	n/a	S201
823.1140000000	n/a	n/a	Novel Tone	n/a	n/a	S202
825.0200000000	n/a	n/a	Standard Tone	n/a	n/a	S201
827.0320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
828.9340000000	n/a	n/a	Novel Tone	n/a	n/a	S202
831.2360000000	n/a	n/a	Standard Tone	n/a	n/a	S201
833.3920000000	n/a	n/a	Standard Tone	n/a	n/a	S201
835.4480000000	n/a	n/a	Novel Tone	n/a	n/a	S202
837.7780000000	n/a	n/a	Standard Tone	n/a	n/a	S201
839.6400000000	n/a	n/a	Standard Tone	n/a	n/a	S201
841.8360000000	n/a	n/a	Target Tone	n/a	n/a	S200
843.7200000000	n/a	n/a	Standard Tone	n/a	n/a	S201
845.7960000000	n/a	n/a	Standard Tone	n/a	n/a	S201
848.0340000000	n/a	n/a	Novel Tone	n/a	n/a	S202
849.9940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
852.2420000000	n/a	n/a	Standard Tone	n/a	n/a	S201
854.3040000000	n/a	n/a	Standard Tone	n/a	n/a	S201
856.3240000000	n/a	n/a	Target Tone	n/a	n/a	S200
858.4500000000	n/a	n/a	Standard Tone	n/a	n/a	S201
860.6700000000	n/a	n/a	Novel Tone	n/a	n/a	S202
862.9480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
864.9020000000	n/a	n/a	Standard Tone	n/a	n/a	S201
866.9960000000	n/a	n/a	Standard Tone	n/a	n/a	S201
869.0480000000	n/a	n/a	Target Tone	n/a	n/a	S200
870.8360000000	n/a	n/a	Standard Tone	n/a	n/a	S201
872.8400000000	n/a	n/a	Standard Tone	n/a	n/a	S201
874.8040000000	n/a	n/a	Standard Tone	n/a	n/a	S201
876.7800000000	n/a	n/a	Standard Tone	n/a	n/a	S201
878.5860000000	n/a	n/a	Standard Tone	n/a	n/a	S201
880.7020000000	n/a	n/a	Target Tone	n/a	n/a	S200
882.7220000000	n/a	n/a	Standard Tone	n/a	n/a	S201
884.6980000000	n/a	n/a	Standard Tone	n/a	n/a	S201
886.7780000000	n/a	n/a	Standard Tone	n/a	n/a	S201
888.6080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
890.6440000000	n/a	n/a	Target Tone	n/a	n/a	S200
892.5780000000	n/a	n/a	Standard Tone	n/a	n/a	S201
894.4160000000	n/a	n/a	Standard Tone	n/a	n/a	S201
896.5100000000	n/a	n/a	Target Tone	n/a	n/a	S200
898.7860000000	n/a	n/a	Standard Tone	n/a	n/a	S201
901.0180000000	n/a	n/a	Standard Tone	n/a	n/a	S201
902.8400000000	n/a	n/a	Standard Tone	n/a	n/a	S201
905.0000000000	n/a	n/a	Target Tone	n/a	n/a	S200
906.9980000000	n/a	n/a	Standard Tone	n/a	n/a	S201
908.9420000000	n/a	n/a	Standard Tone	n/a	n/a	S201
911.0740000000	n/a	n/a	Novel Tone	n/a	n/a	S202
913.2600000000	n/a	n/a	Standard Tone	n/a	n/a	S201
915.3620000000	n/a	n/a	Novel Tone	n/a	n/a	S202
917.1740000000	n/a	n/a	Standard Tone	n/a	n/a	S201
919.3500000000	n/a	n/a	Standard Tone	n/a	n/a	S201
921.3660000000	n/a	n/a	Standard Tone	n/a	n/a	S201
923.5760000000	n/a	n/a	Target Tone	n/a	n/a	S200
925.6300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
927.8420000000	n/a	n/a	Standard Tone	n/a	n/a	S201
930.0220000000	n/a	n/a	Standard Tone	n/a	n/a	S201
932.1300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
934.0140000000	n/a	n/a	Target Tone	n/a	n/a	S200
935.8140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
937.7920000000	n/a	n/a	Standard Tone	n/a	n/a	S201
939.7840000000	n/a	n/a	Novel Tone	n/a	n/a	S202
941.7500000000	n/a	n/a	Standard Tone	n/a	n/a	S201
943.9460000000	n/a	n/a	Target Tone	n/a	n/a	S200
945.7560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
947.8780000000	n/a	n/a	Standard Tone	n/a	n/a	S201
949.7520000000	n/a	n/a	Novel Tone	n/a	n/a	S202
951.7860000000	n/a	n/a	Standard Tone	n/a	n/a	S201
953.7580000000	n/a	n/a	Standard Tone	n/a	n/a	S201
955.6560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
957.5740000000	n/a	n/a	Standard Tone	n/a	n/a	S201
959.4500000000	n/a	n/a	Standard Tone	n/a	n/a	S201
961.5620000000	n/a	n/a	Target Tone	n/a	n/a	S200
963.6000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
965.8500000000	n/a	n/a	Standard Tone	n/a	n/a	S201
968.0940000000	n/a	n/a	Novel Tone	n/a	n/a	S202
970.0280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
971.9200000000	n/a	n/a	Standard Tone	n/a	n/a	S201
974.1340000000	n/a	n/a	Novel Tone	n/a	n/a	S202
975.9860000000	n/a	n/a	Standard Tone	n/a	n/a	S201
977.9140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
980.1840000000	n/a	n/a	Target Tone	n/a	n/a	S200
982.3020000000	n/a	n/a	Standard Tone	n/a	n/a	S201
984.1460000000	n/a	n/a	Standard Tone	n/a	n/a	S201
985.9740000000	n/a	n/a	Standard Tone	n/a	n/a	S201
987.7260000000	n/a	n/a	Novel Tone	n/a	n/a	S202
989.6440000000	n/a	n/a	Standard Tone	n/a	n/a	S201
991.8660000000	n/a	n/a	Standard Tone	n/a	n/a	S201
993.7080000000	n/a	n/a	Target Tone	n/a	n/a	S200
995.7940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
997.6380000000	n/a	n/a	Standard Tone	n/a	n/a	S201
999.5120000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1001.5900000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1003.6060000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1005.5640000000	n/a	n/a	Target Tone	n/a	n/a	S200
1007.7560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1009.9860000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1011.8340000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1014.1160000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1016.0440000000	n/a	n/a	Target Tone	n/a	n/a	S200
1018.1160000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1020.2160000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1022.3900000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1024.4320000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1026.6540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1028.8020000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1030.6660000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1032.7280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1034.6200000000	n/a	n/a	Target Tone	n/a	n/a	S200
